StudentID,JTE-234,ATE-003,TGL-013,PPL-239,WDM-974,GHL-823,HLU-200,MON-014,FEA-907,LPG-307,TSO-010,LDE-009,JJP-001,MTE-004,LUU-003,LOE-103,PLO-132,BKO-800,SLE-332,BKO-801,DSE-003,DSE-005,ATE-014,JTW-004,ATE-008,DSE-007,ATE-214,JHF-101,KMO-007,WOT-104 
10748,6,8,6,7,7,6,7,6,7,6,6,6,7,7,7,6,7,7,7,7,6,7,6,6,7,7,7,6,8,6
10749,8,7,8,7,8,6,8,8,8,8,6,9,8,8,9,7,7,6,7,9,8,8,8,8,7,6,8,7,8,8
10750,6,7,6,7,7,6,7,6,8,6,6,6,7,8,7,6,6,6,6,6,6,9,6,7,6,6,7,6,6,6
10751,8,7,7,7,7,6,8,7,6,8,6,8,7,6,7,8,7,6,7,7,7,6,6,7,7,6,6,6,6,7
10752,7,8,7,8,8,7,8,8,8,9,6,7,8,7,8,7,7,7,7,8,7,8,7,8,6,7,8,7,8,7
10753,7,8,6,7,7,6,8,7,8,8,7,6,8,6,8,7,8,7,8,7,7,9,6,7,7,7,8,6,8,6
10754,7,8,7,7,8,7,8,7,8,10,6,7,6,6,8,7,8,7,7,6,6,7,8,9,6,8,7,7,7,7
10755,6,7,6,6,6,6,6,6,6,7,6,6,6,6,7,6,7,6,6,7,6,7,6,7,6,6,7,6,7,6
10756,7,8,6,7,6,6,6,6,8,8,7,6,8,8,7,6,7,7,8,6,6,8,6,8,6,7,8,6,7,9
10757,6,8,7,6,6,6,6,6,7,6,6,6,8,7,6,7,6,6,7,6,6,7,6,6,7,6,8,7,6,6
10758,6,8,6,6,7,6,6,7,8,7,6,6,8,9,6,6,7,6,7,6,7,8,6,7,6,6,8,6,7,7
10759,8,7,6,6,7,7,8,6,7,8,6,7,8,6,6,8,7,6,6,7,6,6,7,7,6,6,6,7,6,7
10760,7,7,8,7,8,7,7,7,6,10,6,8,6,6,8,7,8,6,7,6,7,6,6,9,7,7,6,7,8,6
10761,7,9,9,9,9,8,10,9,7,9,6,10,8,7,10,8,9,7,8,8,7,8,8,9,8,8,8,8,10,7
10762,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10763,7,9,8,7,7,8,7,7,7,8,6,8,7,7,8,6,7,7,6,6,6,7,7,9,7,6,7,6,7,7
10764,8,9,7,7,8,7,8,7,9,8,6,7,10,9,7,7,7,7,8,9,8,9,7,7,7,6,9,7,6,7
10765,6,7,6,6,6,7,7,6,7,6,6,6,8,7,6,6,6,6,6,6,7,7,6,6,6,6,8,6,7,7
10766,9,8,7,8,8,8,8,8,9,9,6,8,10,8,8,9,8,6,8,8,10,8,7,8,7,7,9,7,7,9
10767,6,7,6,6,6,6,7,6,8,6,6,6,9,9,6,7,7,8,8,7,6,8,6,7,7,6,9,6,6,6
10768,9,8,6,7,7,7,9,7,9,8,6,7,9,8,8,7,7,7,9,8,9,9,6,7,8,7,10,7,7,7
10769,9,9,8,8,8,9,10,8,9,9,7,8,9,9,8,9,9,8,9,9,9,8,8,9,7,7,9,8,7,8
10770,8,7,7,8,7,7,7,8,8,9,7,7,8,7,8,8,8,7,8,8,9,8,7,7,7,7,8,7,7,7
10771,9,10,8,9,9,9,9,9,9,10,7,10,8,8,9,9,10,9,10,7,9,9,9,10,9,9,10,8,10,7
10772,6,7,6,6,6,6,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,8,7,6,6,6
10773,6,7,6,7,6,6,6,7,7,6,8,9,8,7,6,6,7,6,8,9,7,6,6,6,6,6,8,8,7,6
10774,8,10,7,8,7,6,8,7,10,8,6,8,9,9,8,9,7,9,8,7,9,10,8,8,8,8,10,7,9,7
10775,7,9,6,7,7,7,7,7,9,7,6,6,9,8,8,7,7,7,7,6,7,8,6,7,7,6,8,6,8,6
10776,7,10,7,9,8,7,8,10,9,9,8,8,8,7,9,7,10,8,9,7,8,9,7,8,9,9,9,8,9,7
10777,6,7,6,7,6,6,6,6,7,7,6,6,7,6,7,6,7,8,6,6,6,7,6,6,6,7,7,6,7,6
10778,9,6,9,6,6,6,6,6,7,6,6,6,7,6,6,6,6,9,6,6,6,7,8,7,6,8,7,8,6,6
10779,7,10,6,7,7,7,7,8,8,9,6,7,7,7,8,7,9,7,8,6,6,8,6,8,8,8,8,6,8,6
10780,10,9,7,8,8,8,10,8,9,9,6,8,10,9,8,9,9,8,10,9,10,10,8,8,8,9,9,8,9,9
10781,9,9,8,8,9,8,8,9,9,8,7,8,9,8,8,9,9,7,9,8,8,9,8,8,8,9,9,7,8,7
10782,7,8,6,7,6,7,7,6,7,8,6,8,7,7,8,6,7,7,8,6,6,8,6,7,6,7,7,6,8,6
10783,8,9,8,8,7,7,8,8,7,9,7,8,8,8,8,8,8,7,7,8,7,9,6,9,6,8,8,6,7,6
10784,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8
10785,9,8,8,7,8,8,9,8,7,9,6,8,8,8,8,9,9,7,8,9,9,7,7,7,8,7,7,7,7,9
10786,6,8,6,7,6,6,7,6,8,7,6,6,7,7,7,7,6,6,7,6,7,7,6,7,6,6,7,6,6,6
10787,8,8,7,8,6,7,8,7,9,6,7,6,9,9,7,7,7,8,9,8,8,9,7,8,6,6,9,7,7,7
10788,6,9,7,7,7,7,7,7,7,8,6,7,7,6,8,7,8,7,8,6,6,8,6,7,7,8,7,6,9,6
10789,6,7,6,6,6,6,8,7,6,8,6,7,7,6,6,7,7,6,7,6,7,6,6,7,7,6,7,6,7,7
10790,8,8,7,8,7,6,8,7,7,8,6,8,7,6,9,7,8,6,7,6,6,7,7,9,7,7,7,6,9,6
10791,6,6,6,7,6,7,6,6,7,7,6,6,7,6,7,6,7,6,6,6,6,8,6,6,7,6,8,6,8,6
10792,8,10,8,8,9,9,10,9,9,10,7,9,9,8,9,8,9,7,10,8,8,8,9,9,8,8,9,9,9,8
10793,6,7,8,7,7,6,7,7,6,8,6,7,6,6,8,6,7,6,7,6,6,7,7,8,6,6,6,7,7,6
10794,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,8,6,7,6,7
10795,8,8,7,8,8,7,8,8,8,8,6,7,8,7,9,7,8,8,6,6,7,8,7,9,7,7,8,7,9,6
10796,6,7,6,6,6,6,7,6,7,6,6,6,7,6,6,7,6,6,7,7,6,7,6,6,6,6,7,6,6,6
10797,7,8,7,8,7,8,7,8,7,9,7,8,8,6,9,7,8,7,7,6,6,8,8,8,6,8,8,7,8,7
10798,6,7,6,6,6,6,7,7,7,7,6,6,6,6,7,6,7,6,6,6,6,7,6,7,6,7,6,6,6,7
10799,10,9,8,9,8,8,9,8,9,9,7,8,10,9,9,9,9,9,10,9,9,10,9,9,7,9,10,9,8,9
10800,8,9,7,9,8,7,8,8,10,8,7,7,10,9,7,8,8,8,8,8,8,9,8,8,7,8,9,8,7,8
10801,8,9,8,7,8,7,8,7,8,8,6,8,8,8,7,8,8,6,7,8,7,8,7,8,7,6,8,7,8,7
10802,7,8,7,7,7,7,7,8,7,8,6,6,8,8,8,7,7,7,7,8,7,8,7,8,7,7,6,7,8,7
10803,6,7,6,7,7,6,7,7,8,6,6,6,8,7,6,7,6,6,8,7,6,8,6,7,6,6,8,6,7,6
10804,9,9,7,8,8,7,8,8,10,9,6,7,9,9,8,8,8,8,10,9,9,10,7,8,8,7,9,7,8,8
10805,9,10,9,9,9,8,9,9,10,10,7,10,8,8,9,9,9,9,9,8,8,10,8,8,8,9,9,8,10,8
10806,7,7,9,8,6,6,6,6,7,6,7,9,8,8,6,6,6,7,7,7,6,9,9,6,8,6,8,6,6,6
10807,6,7,6,6,6,6,6,6,8,6,6,6,8,7,6,6,6,6,6,7,7,7,6,7,6,6,7,6,7,7
10808,7,9,7,7,7,6,8,7,7,8,6,8,7,7,8,7,8,6,7,7,6,8,8,8,7,9,8,7,9,7
10809,9,9,8,8,8,7,9,7,9,8,7,8,9,8,8,9,10,8,10,8,8,10,7,9,8,8,9,8,8,7
10810,9,10,8,8,8,7,10,8,9,8,7,8,8,8,8,9,9,8,8,8,8,9,7,9,8,7,9,8,8,8
10811,8,9,7,7,8,7,9,8,8,9,7,8,7,7,9,8,9,7,8,8,8,8,7,9,7,7,8,8,8,7
10812,7,7,9,9,7,7,7,8,7,9,6,7,7,7,8,7,6,7,7,7,7,8,8,10,6,7,8,7,9,6
10813,7,7,7,6,7,6,7,7,6,8,6,8,7,6,7,8,7,6,6,7,6,6,7,7,7,6,6,7,6,7
10814,10,8,9,8,8,8,10,8,9,10,7,9,9,8,8,10,9,8,10,9,10,9,8,9,7,8,9,9,8,8
10815,7,8,7,8,8,7,6,7,8,7,7,7,8,8,8,8,7,7,8,7,6,9,7,8,7,8,9,7,8,6
10816,6,8,6,8,7,6,7,7,7,8,6,7,8,7,7,7,7,6,7,6,6,8,6,7,6,8,7,6,8,6
10817,7,9,6,8,7,6,6,6,8,7,6,6,7,7,7,6,7,6,7,6,7,8,6,6,7,8,7,6,8,6
10818,8,8,7,8,7,7,8,8,7,7,6,7,8,8,8,8,7,7,8,8,8,8,7,8,7,6,8,7,6,9
10819,6,8,8,7,8,6,8,8,7,9,6,8,7,8,8,7,9,6,6,7,7,7,8,9,7,7,6,7,8,7
10820,6,7,7,6,6,7,8,7,6,8,6,7,7,8,7,6,7,7,6,6,6,7,7,7,6,6,7,6,6,6
10821,9,10,7,8,7,8,8,8,10,9,6,6,9,9,8,8,8,8,10,7,9,10,7,7,8,8,10,7,8,8
10822,7,8,8,8,8,8,8,9,7,9,8,8,8,9,9,8,7,8,8,8,9,9,7,7,8,8,8,8,8,9
10823,7,7,7,7,8,8,7,7,8,7,6,7,7,7,8,7,8,6,6,6,7,8,7,8,7,7,8,6,9,6
10824,8,8,8,7,8,7,9,8,7,9,6,8,8,8,7,7,8,6,7,8,8,8,7,8,6,7,6,8,7,7
10825,7,8,9,7,7,7,8,7,8,8,6,7,7,7,7,6,7,6,6,7,6,7,7,8,7,6,7,6,7,7
10826,6,6,6,6,7,6,7,7,6,6,6,7,6,6,7,8,7,6,6,7,6,6,6,7,6,6,6,6,6,6
10827,6,7,6,6,6,6,6,6,8,7,7,6,8,8,6,6,6,6,7,6,7,8,7,6,6,6,7,6,6,6
10828,7,9,7,7,7,7,8,7,8,8,7,7,8,8,8,8,8,7,9,8,8,9,7,8,7,7,8,6,7,7
10829,7,8,7,6,8,6,8,7,8,8,6,8,8,7,8,7,7,7,8,7,7,8,7,8,6,7,8,7,8,7
10830,8,9,9,9,9,7,10,10,9,10,7,9,9,7,10,9,9,8,9,8,10,8,9,9,9,9,8,9,8,9
10831,8,9,8,8,8,8,9,9,9,9,6,9,7,7,9,8,9,7,9,7,7,8,8,9,9,8,8,9,9,7
10832,7,8,6,6,7,6,7,7,7,8,6,7,6,6,9,7,8,6,7,6,7,7,6,7,6,7,7,7,7,6
10833,9,10,7,8,7,8,7,8,9,9,7,8,8,8,8,8,10,7,10,6,8,10,8,9,8,9,9,8,9,6
10834,6,8,7,7,7,7,8,8,8,8,6,6,8,8,7,8,7,6,7,8,8,8,6,7,7,7,7,8,8,6
10835,8,9,8,7,7,7,8,8,8,9,7,7,7,8,7,9,8,6,8,8,9,8,8,7,7,7,7,8,8,8
10836,7,9,8,8,9,7,8,8,9,9,8,8,8,8,9,8,9,8,8,8,8,9,8,8,7,9,9,7,8,7
10837,7,7,8,7,7,8,9,8,8,8,6,7,7,7,8,7,8,6,7,8,7,7,8,8,7,7,7,6,7,7
10838,7,7,8,7,7,6,8,7,7,8,6,6,8,8,7,8,7,6,6,8,8,9,6,8,7,6,7,7,6,7
10839,7,7,8,6,7,7,8,7,7,8,6,8,7,7,8,7,7,7,6,7,7,8,7,7,7,6,7,7,7,7
10840,7,7,7,7,6,7,7,8,7,7,6,7,7,7,6,6,7,6,6,6,6,8,6,7,6,7,7,6,8,6
10841,6,7,6,6,6,6,6,7,7,6,6,6,8,6,6,6,6,6,6,7,6,8,7,6,6,6,7,7,6,6
10842,7,7,7,8,8,6,9,7,8,8,6,7,9,8,7,8,7,6,7,7,7,8,8,7,6,6,8,7,6,7
10843,7,7,6,6,8,6,7,7,8,7,6,6,8,7,6,7,6,6,7,7,7,8,6,7,6,6,7,6,6,6
10844,6,7,7,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6
10845,6,7,6,6,6,6,6,6,7,8,7,6,6,7,6,6,8,6,7,6,6,7,7,6,7,7,7,6,7,6
10846,8,7,6,6,6,6,6,6,8,6,6,7,8,7,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,7
10847,9,8,6,6,7,6,9,7,8,7,6,6,9,7,7,8,7,7,8,8,8,8,6,6,6,7,9,7,7,7
10848,6,8,6,6,7,6,6,6,9,6,7,6,9,8,7,6,6,7,7,7,7,9,6,7,6,7,7,8,6,6
10849,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,7,6,8
10850,9,10,8,9,9,9,9,9,9,10,7,9,9,8,9,9,9,8,8,9,8,9,8,10,8,9,9,9,9,8
10851,8,9,8,8,8,8,7,9,7,9,6,9,7,7,9,9,9,7,7,6,7,7,7,8,8,7,7,8,8,7
10852,6,7,7,6,7,7,7,7,6,8,6,7,6,6,8,6,7,6,7,6,6,6,7,8,6,7,7,6,7,6
10853,6,7,7,7,7,7,7,7,6,7,6,7,7,7,8,7,8,6,7,6,6,6,8,8,6,7,6,6,8,6
10854,7,7,7,7,6,7,8,6,7,8,7,7,8,7,7,7,7,7,6,7,6,8,7,8,7,7,8,6,7,7
10855,7,7,7,6,6,6,6,6,7,6,7,8,7,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,8
10856,8,9,7,7,6,7,7,6,9,7,6,6,8,8,6,7,7,7,8,7,7,9,7,7,6,7,8,6,7,6
10857,8,9,6,8,6,7,7,7,9,8,7,7,8,8,8,7,8,7,8,6,6,9,7,8,7,8,8,6,8,6
10858,7,6,6,6,6,6,7,6,6,7,7,6,8,6,6,6,6,6,6,7,7,6,6,7,7,9,7,6,9,7
10859,6,7,8,8,8,8,8,8,7,8,6,7,7,6,8,6,8,6,6,6,7,7,7,8,7,6,8,6,8,6
10860,8,7,7,7,8,7,9,8,8,8,6,8,9,7,7,9,7,8,8,8,8,9,7,8,7,7,8,7,7,8
10861,8,9,6,7,7,8,9,6,8,7,6,6,9,8,7,8,7,8,8,8,8,10,6,9,6,8,9,6,8,7
10862,6,7,6,6,6,6,7,7,6,7,6,6,6,6,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6
10863,8,9,7,8,7,8,9,8,9,9,6,9,8,8,7,8,9,8,9,8,8,9,7,9,7,9,8,9,9,8
10864,7,7,6,6,8,7,7,8,8,8,6,7,8,7,7,7,6,7,7,7,7,7,8,8,6,6,7,7,6,8
10865,7,8,6,8,6,6,6,6,9,7,6,6,8,7,7,7,7,7,7,6,6,8,6,7,6,7,8,6,7,6
10866,9,9,8,7,9,7,9,8,8,9,6,9,8,9,9,9,10,7,9,8,8,9,8,9,8,9,8,8,10,7
10867,8,8,6,7,7,6,7,6,8,8,6,6,8,7,8,8,7,7,7,7,7,8,6,8,6,6,8,6,7,7
10868,6,8,6,6,6,7,8,7,7,7,6,6,7,8,7,6,6,6,6,6,7,8,7,8,6,6,8,6,6,6
10869,9,10,8,9,7,7,8,7,10,9,8,8,10,9,9,8,9,8,10,8,9,10,8,9,8,9,10,8,8,8
10870,8,8,6,6,7,6,7,6,6,7,6,6,7,6,8,8,8,6,8,6,7,8,6,6,6,7,7,7,6,6
10871,7,9,6,8,6,6,7,6,6,6,6,8,6,6,6,6,9,8,6,6,6,6,6,7,7,7,6,6,9,6
10872,6,6,6,6,6,6,6,6,7,6,7,7,6,7,6,6,7,6,6,7,6,6,6,6,6,6,7,6,6,6
10873,9,10,6,7,7,8,8,7,9,9,7,8,9,9,8,9,9,8,9,9,10,9,7,7,7,8,9,8,8,8
10874,7,8,6,8,6,7,6,6,9,7,6,6,8,8,8,6,7,8,8,6,8,10,6,7,6,8,8,6,8,6
10875,6,9,6,7,6,7,7,7,7,7,6,6,7,6,8,6,7,7,7,6,7,8,6,8,6,8,7,6,8,7
10876,7,7,8,9,7,6,7,8,7,7,6,6,8,7,7,6,7,7,6,7,7,8,6,8,6,7,8,6,8,7
10877,7,10,8,9,8,8,9,8,9,9,8,9,9,8,9,7,9,8,9,7,8,9,8,8,8,10,9,8,8,7
10878,9,9,8,7,8,8,10,8,9,9,6,9,8,8,8,9,8,7,9,8,9,8,8,8,8,6,8,7,6,8
10879,8,9,7,8,8,7,9,7,10,8,7,7,9,9,7,8,9,9,8,9,9,10,7,8,7,8,9,7,8,8
10880,7,9,6,6,6,6,7,6,8,7,6,6,8,7,7,7,7,7,8,6,7,8,6,7,6,6,8,6,7,6
10881,6,6,6,6,6,9,6,6,6,6,8,9,7,6,6,7,6,6,9,6,6,6,6,6,9,10,7,6,10,6
10882,6,7,6,8,6,7,6,6,7,6,6,6,7,7,6,6,6,6,6,6,6,8,6,7,6,6,8,6,7,6
10883,7,7,7,7,7,7,7,7,6,7,6,7,7,6,7,6,8,6,6,6,6,6,7,8,6,8,7,6,8,6
10884,10,9,10,9,9,8,10,8,8,10,7,9,8,9,8,10,9,8,9,10,10,9,8,8,8,7,8,9,7,9
10885,8,7,8,7,8,6,7,6,8,8,6,7,8,8,6,8,7,7,8,8,7,7,6,6,6,6,8,6,6,7
10886,8,9,7,8,8,7,8,8,9,9,7,8,8,9,8,8,8,7,8,7,8,9,7,8,8,8,8,7,10,8
10887,6,7,7,8,7,7,6,7,8,7,6,7,7,6,8,6,7,6,6,6,6,8,7,8,7,7,7,6,9,6
10888,6,7,6,8,7,7,6,7,6,7,6,7,6,6,7,6,7,6,6,8,6,7,7,7,6,7,6,6,7,8
10889,7,7,6,7,7,6,7,7,7,8,6,7,6,6,6,7,6,6,7,6,6,7,6,7,6,6,7,7,8,6
10890,7,7,6,7,7,6,7,7,7,7,6,7,8,7,7,7,6,6,7,7,7,7,6,7,6,6,7,6,7,6
10891,9,8,7,8,7,7,9,8,8,8,6,6,9,7,7,9,9,7,8,8,9,8,8,8,8,6,9,8,6,8
10892,6,7,6,7,6,7,6,6,7,6,6,7,7,7,6,6,7,6,7,7,6,7,6,6,6,6,7,6,7,6
10893,7,8,6,6,7,6,7,7,9,7,7,6,9,8,7,7,7,7,8,7,7,9,6,6,6,8,9,6,7,6
10894,7,7,6,7,7,6,7,6,7,7,6,7,7,6,7,7,7,6,6,6,7,7,8,7,6,7,7,6,7,6
10895,10,9,8,8,9,9,10,8,9,9,6,8,10,10,9,10,9,7,10,10,10,10,8,8,8,8,10,9,8,10
10896,7,8,6,6,6,6,7,6,7,7,6,6,7,8,6,6,7,7,7,7,7,8,6,7,6,6,7,6,6,6
10897,7,8,6,6,8,6,7,8,6,7,6,6,7,8,7,8,6,7,7,7,6,8,7,8,7,6,8,6,7,6
10898,7,6,6,6,6,6,7,6,7,6,6,6,8,6,7,6,6,6,6,7,7,7,7,6,6,8,8,6,6,6
10899,9,10,7,7,7,8,8,8,9,9,7,8,9,9,8,9,8,9,10,7,9,9,7,8,7,8,10,7,8,7
10900,6,6,6,6,7,6,6,6,7,6,6,6,7,6,6,6,6,7,6,8,6,6,6,7,6,6,6,6,6,7
10901,7,8,6,6,8,7,7,7,9,7,6,6,10,9,7,8,8,8,8,8,7,9,6,7,6,7,9,7,8,7
10902,7,8,6,7,7,6,8,7,7,9,6,8,7,6,7,7,8,8,7,7,8,7,7,9,7,8,7,8,8,6
10903,8,8,7,7,8,7,7,7,6,8,6,8,7,6,8,8,8,6,7,7,8,7,7,8,7,7,7,8,7,7
10904,7,7,7,7,8,7,8,6,7,9,6,8,6,6,7,7,8,6,8,7,6,7,7,8,6,7,7,8,7,6
10905,7,7,7,7,7,6,7,8,8,9,6,7,8,7,7,7,8,7,7,7,8,9,6,8,7,6,7,6,7,6
10906,7,9,6,7,7,6,7,6,8,7,6,6,8,7,6,7,8,6,8,7,8,9,6,7,6,6,9,6,7,7
10907,8,6,8,8,8,7,8,8,8,8,6,7,9,8,7,8,8,7,6,9,8,8,7,8,6,6,8,7,6,8
10908,7,9,7,8,8,8,8,7,8,9,7,8,8,7,9,7,9,7,8,7,7,9,7,8,7,8,9,6,9,6
10909,7,10,8,9,9,7,9,9,9,10,6,9,8,8,8,9,9,7,8,8,8,8,8,9,8,8,8,8,8,8
10910,6,7,7,6,7,6,7,7,6,7,6,7,7,6,7,6,6,6,6,6,6,6,6,8,7,6,7,6,6,6
10911,6,8,8,7,7,7,8,7,7,8,6,6,8,7,7,7,7,7,8,7,6,8,7,8,7,7,7,6,7,6
10912,8,9,8,8,8,7,7,7,7,9,6,7,6,7,8,7,9,8,8,6,7,9,7,9,7,8,8,7,9,7
10913,8,8,8,9,9,7,9,8,7,9,6,8,8,7,8,8,8,6,8,7,8,8,8,8,8,7,6,8,8,8
10914,9,10,7,10,7,7,8,8,8,8,8,8,9,9,9,8,8,8,9,7,8,9,8,9,8,9,9,7,10,7
10915,6,7,6,7,6,6,7,7,6,7,7,7,6,6,7,6,6,7,6,6,10,6,6,8,6,6,6,6,7,6
10916,8,9,7,9,8,8,7,9,10,9,7,7,9,8,9,7,9,7,8,6,7,9,9,9,8,9,9,7,9,7
10917,6,7,7,8,6,7,7,7,7,8,6,6,7,7,7,6,8,6,9,6,6,7,6,8,6,7,6,6,8,6
10918,7,7,6,6,6,6,6,6,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6
10919,6,7,7,8,7,6,6,6,7,7,6,6,7,6,6,6,7,7,6,6,6,7,7,6,6,7,7,6,8,6
10920,6,8,7,8,6,6,6,7,7,6,6,6,7,7,7,6,7,6,6,7,7,8,6,7,7,6,7,6,7,6
10921,9,10,8,8,8,8,10,9,9,9,7,9,9,8,9,9,9,8,10,8,9,9,9,9,9,9,9,8,9,9
10922,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,7,7,6,6,6,6
10923,7,7,7,7,8,6,8,8,6,7,6,7,7,8,8,8,7,7,7,8,9,7,6,7,6,7,7,6,6,7
10924,6,6,6,6,6,8,7,6,7,6,7,8,6,6,7,6,9,7,6,6,6,7,6,6,6,8,6,8,7,6
10925,9,10,9,8,9,8,9,8,10,9,6,9,8,8,10,9,10,8,9,8,8,10,8,10,9,10,8,8,9,8
10926,7,6,7,7,9,7,8,6,7,7,6,6,8,8,6,8,6,6,7,8,7,7,7,7,6,6,8,7,6,8
10927,6,6,6,6,6,6,6,6,7,7,6,6,7,7,7,6,6,6,6,6,6,8,6,8,6,7,7,6,6,6
10928,6,8,6,7,7,6,6,7,7,8,6,8,6,7,7,7,8,6,7,8,7,7,6,8,6,7,7,6,7,6
10929,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,6,6,7,7,6,8,7,6,7,6
10930,9,10,6,8,7,7,8,6,10,8,8,8,9,8,8,8,9,7,10,7,8,10,7,8,8,8,9,8,9,8
10931,6,7,6,6,6,6,7,6,7,6,6,6,8,7,6,6,6,6,7,6,6,7,6,7,6,6,8,6,6,6
10932,9,6,8,8,7,7,9,7,8,9,6,7,9,8,8,9,8,8,8,8,10,7,6,8,7,7,8,8,6,8
10933,8,8,8,7,8,7,8,7,9,7,6,7,9,8,7,8,7,8,8,8,8,9,7,8,7,6,8,8,7,7
10934,10,9,8,7,9,9,10,8,9,10,7,9,9,9,8,9,9,7,10,9,10,9,8,8,9,8,9,9,7,9
10935,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10936,6,8,7,7,7,6,7,6,7,8,6,7,7,7,7,7,8,6,7,6,7,7,6,8,7,8,7,6,8,6
10937,7,8,7,6,6,7,7,6,7,6,6,7,8,7,6,6,6,6,6,6,7,7,6,6,6,8,9,6,6,6
10938,6,6,6,6,6,6,7,6,6,6,6,6,7,7,6,6,6,6,6,6,6,8,6,6,6,6,7,7,6,7
10939,8,7,7,7,8,6,8,6,6,6,6,6,6,6,6,8,6,6,6,8,8,7,7,6,7,6,7,7,6,7
10940,6,6,7,6,6,6,6,7,6,8,6,6,6,6,7,7,6,7,6,7,8,6,6,8,6,6,6,6,6,6
10941,6,7,7,7,6,6,9,7,7,6,7,8,6,6,6,7,6,6,7,7,6,7,6,6,8,6,6,8,7,7
10942,6,7,6,6,6,8,6,6,7,6,8,6,7,7,7,6,6,6,7,6,6,7,8,6,6,8,8,6,6,6
10943,7,7,8,6,7,7,8,7,7,8,6,7,7,7,8,7,7,7,6,8,6,7,6,7,7,6,7,6,7,6
10944,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,6,7,6,6,6,8,7,6
10945,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,7,6,6,6,8,6,6
10946,8,8,8,8,8,7,8,8,6,9,6,8,8,6,9,9,8,7,8,7,7,8,7,9,7,7,8,7,8,6
10947,8,8,7,7,6,7,8,7,7,9,6,7,7,7,8,7,8,7,7,7,7,8,7,8,6,7,7,6,8,6
10948,7,8,8,6,6,6,6,6,8,6,7,8,8,7,6,6,6,6,7,6,7,8,7,6,6,6,7,6,6,6
10949,7,9,7,8,8,6,6,6,8,8,6,6,8,8,7,7,7,7,8,7,6,9,6,7,7,7,8,6,9,7
10950,7,8,6,7,6,6,7,6,8,6,6,6,7,8,8,6,8,6,7,6,6,8,6,7,6,7,8,6,6,6
10951,8,10,6,7,7,7,9,7,10,9,6,8,9,9,7,8,9,7,10,6,9,10,7,8,7,8,9,6,8,7
10952,6,6,7,7,6,6,6,7,6,8,6,7,7,6,7,6,7,8,6,6,6,6,7,7,6,6,6,6,7,7
10953,7,7,8,7,8,7,8,9,7,9,6,9,7,8,7,8,8,8,6,8,7,7,7,8,7,7,6,7,8,7
10954,7,8,7,6,6,6,7,7,8,7,6,6,6,8,7,6,6,6,8,7,7,8,6,7,7,6,6,7,7,7
10955,7,9,9,9,8,9,8,9,8,10,7,9,9,7,8,8,9,7,8,8,7,9,8,9,8,8,9,7,9,7
10956,7,10,7,7,7,7,7,8,9,8,6,8,7,7,8,7,8,7,7,6,7,8,7,8,7,8,9,7,9,6
10957,8,8,7,9,7,6,7,6,9,8,7,7,9,8,7,7,8,8,8,7,7,10,6,7,7,7,9,7,8,7
10958,6,9,7,8,7,7,8,8,8,9,8,8,8,7,8,6,8,7,7,7,6,8,7,8,8,7,8,7,9,7
10959,9,10,7,10,9,8,9,8,9,10,7,9,8,8,9,8,10,8,10,8,8,8,9,10,9,9,8,9,10,8
10960,9,10,9,8,8,8,9,8,9,10,7,10,10,9,9,9,8,8,9,8,9,9,8,8,8,8,9,9,7,8
10961,6,6,6,6,7,6,7,7,7,6,6,6,7,6,7,8,6,6,6,7,6,7,6,8,6,6,7,6,6,6
10962,6,8,7,6,6,6,6,6,8,7,6,7,6,7,7,6,8,6,6,6,6,9,6,8,6,7,8,6,9,6
10963,6,7,7,7,6,7,7,7,7,7,7,7,7,6,7,6,7,7,6,7,6,7,6,6,6,6,6,7,6,6
10964,7,8,6,7,7,6,7,6,8,6,6,6,8,8,7,6,6,6,6,6,6,7,6,8,6,7,7,6,7,6
10965,10,10,8,8,9,8,10,10,9,9,7,9,9,9,8,9,9,8,9,9,10,10,8,8,8,8,10,7,7,9
10966,6,7,8,8,6,7,7,6,8,6,6,6,8,8,7,6,6,7,7,7,6,9,6,6,6,6,9,6,7,6
